MON,ref_temp
01,-5.877342419080068
02,-6.990482102213946
03,-3.8412698412698414
04,2.4278752436647175
05,9.522613065326633
06,14.711897738446412
07,16.498881431767337
08,15.022075055187639
09,9.910919540229884
10,4.947222222222223
11,0.3235124205661467
12,-4.168044077134986
